feedback_date,theme,theme_count,total_feedback,theme_share,theme_label
2024-06-23,app_performance,18,146,0.1232876712328767,App Performance
2024-06-24,app_performance,22,144,0.1527777777777778,App Performance
2024-06-25,app_performance,26,162,0.16049382716049382,App Performance
2024-06-26,app_performance,20,129,0.15503875968992248,App Performance
2024-06-27,app_performance,24,148,0.16216216216216217,App Performance
2024-06-28,app_performance,13,106,0.12264150943396226,App Performance
2024-06-29,app_performance,22,124,0.1774193548387097,App Performance
2024-06-30,app_performance,22,156,0.14102564102564102,App Performance
2024-07-01,app_performance,13,126,0.10317460317460317,App Performance
2024-07-02,app_performance,20,122,0.16393442622950818,App Performance
2024-07-03,app_performance,15,124,0.12096774193548387,App Performance
2024-07-04,app_performance,20,146,0.136986301369863,App Performance
2024-07-05,app_performance,30,154,0.19480519480519481,App Performance
2024-07-06,app_performance,19,128,0.1484375,App Performance
2024-07-07,app_performance,23,125,0.184,App Performance
2024-07-08,app_performance,14,130,0.1076923076923077,App Performance
2024-07-09,app_performance,34,153,0.2222222222222222,App Performance
2024-07-10,app_performance,22,141,0.15602836879432624,App Performance
2024-07-11,app_performance,23,132,0.17424242424242425,App Performance
2024-07-12,app_performance,19,137,0.1386861313868613,App Performance
2024-07-13,app_performance,15,130,0.11538461538461539,App Performance
2024-07-14,app_performance,19,130,0.14615384615384616,App Performance
2024-07-15,app_performance,17,115,0.14782608695652175,App Performance
2024-07-16,app_performance,32,149,0.21476510067114093,App Performance
2024-07-17,app_performance,30,125,0.24,App Performance
2024-07-18,app_performance,24,120,0.2,App Performance
2024-07-19,app_performance,21,129,0.16279069767441862,App Performance
2024-07-20,app_performance,25,143,0.17482517482517482,App Performance
2024-07-21,app_performance,21,145,0.14482758620689656,App Performance
2024-07-22,app_performance,23,148,0.1554054054054054,App Performance
2024-07-23,app_performance,17,145,0.11724137931034483,App Performance
2024-07-24,app_performance,25,115,0.21739130434782608,App Performance
2024-07-25,app_performance,33,147,0.22448979591836735,App Performance
2024-07-26,app_performance,25,139,0.17985611510791366,App Performance
2024-07-27,app_performance,11,123,0.08943089430894309,App Performance
2024-07-28,app_performance,22,123,0.17886178861788618,App Performance
2024-07-29,app_performance,15,126,0.11904761904761904,App Performance
2024-07-30,app_performance,19,138,0.13768115942028986,App Performance
2024-07-31,app_performance,13,120,0.10833333333333334,App Performance
2024-08-01,app_performance,18,124,0.14516129032258066,App Performance
2024-08-02,app_performance,24,134,0.1791044776119403,App Performance
2024-08-03,app_performance,13,131,0.09923664122137404,App Performance
2024-08-04,app_performance,20,119,0.16806722689075632,App Performance
2024-08-05,app_performance,26,115,0.22608695652173913,App Performance
2024-08-06,app_performance,21,139,0.1510791366906475,App Performance
2024-08-07,app_performance,20,123,0.16260162601626016,App Performance
2024-08-08,app_performance,24,134,0.1791044776119403,App Performance
2024-08-09,app_performance,14,119,0.11764705882352941,App Performance
2024-08-10,app_performance,19,127,0.14960629921259844,App Performance
2024-08-11,app_performance,16,140,0.11428571428571428,App Performance
2024-08-12,app_performance,17,142,0.11971830985915492,App Performance
2024-08-13,app_performance,14,133,0.10526315789473684,App Performance
2024-08-14,app_performance,20,145,0.13793103448275862,App Performance
2024-08-15,app_performance,20,121,0.1652892561983471,App Performance
2024-08-16,app_performance,20,93,0.21505376344086022,App Performance
2024-08-17,app_performance,24,134,0.1791044776119403,App Performance
2024-08-18,app_performance,20,145,0.13793103448275862,App Performance
2024-08-19,app_performance,21,132,0.1590909090909091,App Performance
2024-08-20,app_performance,26,151,0.17218543046357615,App Performance
2024-08-21,app_performance,20,135,0.14814814814814814,App Performance
2024-08-22,app_performance,13,107,0.12149532710280374,App Performance
2024-08-23,app_performance,17,116,0.14655172413793102,App Performance
2024-08-24,app_performance,19,145,0.1310344827586207,App Performance
2024-08-25,app_performance,26,124,0.20967741935483872,App Performance
2024-08-26,app_performance,26,134,0.19402985074626866,App Performance
2024-08-27,app_performance,11,123,0.08943089430894309,App Performance
2024-08-28,app_performance,22,133,0.16541353383458646,App Performance
2024-08-29,app_performance,21,148,0.14189189189189189,App Performance
2024-08-30,app_performance,16,141,0.11347517730496454,App Performance
2024-08-31,app_performance,25,143,0.17482517482517482,App Performance
2024-09-01,app_performance,26,117,0.2222222222222222,App Performance
2024-09-02,app_performance,31,130,0.23846153846153847,App Performance
2024-09-03,app_performance,25,149,0.16778523489932887,App Performance
2024-09-04,app_performance,21,141,0.14893617021276595,App Performance
2024-09-05,app_performance,21,129,0.16279069767441862,App Performance
2024-09-06,app_performance,17,137,0.12408759124087591,App Performance
2024-09-07,app_performance,35,143,0.24475524475524477,App Performance
2024-09-08,app_performance,20,140,0.14285714285714285,App Performance
2024-09-09,app_performance,19,133,0.14285714285714285,App Performance
2024-09-10,app_performance,24,131,0.183206106870229,App Performance
2024-09-11,app_performance,18,123,0.14634146341463414,App Performance
2024-09-12,app_performance,21,128,0.1640625,App Performance
2024-09-13,app_performance,17,133,0.12781954887218044,App Performance
2024-09-14,app_performance,30,141,0.2127659574468085,App Performance
2024-09-15,app_performance,27,122,0.22131147540983606,App Performance
2024-09-16,app_performance,20,136,0.14705882352941177,App Performance
2024-09-17,app_performance,21,136,0.15441176470588236,App Performance
2024-09-18,app_performance,14,128,0.109375,App Performance
2024-09-19,app_performance,19,122,0.1557377049180328,App Performance
2024-09-20,app_performance,22,154,0.14285714285714285,App Performance
2024-09-21,app_performance,21,149,0.14093959731543623,App Performance
2024-09-22,app_performance,14,121,0.11570247933884298,App Performance
2024-09-23,app_performance,22,142,0.15492957746478872,App Performance
2024-09-24,app_performance,22,119,0.18487394957983194,App Performance
2024-09-25,app_performance,23,144,0.1597222222222222,App Performance
2024-09-26,app_performance,22,120,0.18333333333333332,App Performance
2024-09-27,app_performance,17,111,0.15315315315315314,App Performance
2024-09-28,app_performance,16,135,0.11851851851851852,App Performance
2024-09-29,app_performance,27,156,0.17307692307692307,App Performance
2024-09-30,app_performance,10,116,0.08620689655172414,App Performance
2024-10-01,app_performance,21,133,0.15789473684210525,App Performance
2024-10-02,app_performance,16,114,0.14035087719298245,App Performance
2024-10-03,app_performance,22,110,0.2,App Performance
2024-10-04,app_performance,21,134,0.15671641791044777,App Performance
2024-10-05,app_performance,23,143,0.16083916083916083,App Performance
2024-10-06,app_performance,24,142,0.16901408450704225,App Performance
2024-10-07,app_performance,21,124,0.1693548387096774,App Performance
2024-10-08,app_performance,10,122,0.08196721311475409,App Performance
2024-10-09,app_performance,25,129,0.1937984496124031,App Performance
2024-10-10,app_performance,26,130,0.2,App Performance
2024-10-11,app_performance,28,141,0.19858156028368795,App Performance
2024-10-12,app_performance,26,119,0.2184873949579832,App Performance
2024-10-13,app_performance,29,145,0.2,App Performance
2024-10-14,app_performance,23,130,0.17692307692307693,App Performance
2024-10-15,app_performance,15,120,0.125,App Performance
2024-10-16,app_performance,19,112,0.16964285714285715,App Performance
2024-10-17,app_performance,20,133,0.15037593984962405,App Performance
2024-10-18,app_performance,28,112,0.25,App Performance
2024-10-19,app_performance,26,134,0.19402985074626866,App Performance
2024-10-20,app_performance,27,128,0.2109375,App Performance
2024-10-21,app_performance,26,127,0.2047244094488189,App Performance
2024-10-22,app_performance,26,136,0.19117647058823528,App Performance
2024-10-23,app_performance,23,143,0.16083916083916083,App Performance
2024-10-24,app_performance,27,118,0.2288135593220339,App Performance
2024-10-25,app_performance,11,148,0.07432432432432433,App Performance
2024-10-26,app_performance,27,133,0.20300751879699247,App Performance
2024-10-27,app_performance,14,124,0.11290322580645161,App Performance
2024-10-28,app_performance,28,133,0.21052631578947367,App Performance
2024-10-29,app_performance,25,128,0.1953125,App Performance
2024-10-30,app_performance,11,115,0.09565217391304348,App Performance
2024-10-31,app_performance,18,127,0.14173228346456693,App Performance
2024-11-01,app_performance,26,136,0.19117647058823528,App Performance
2024-11-02,app_performance,15,132,0.11363636363636363,App Performance
2024-11-03,app_performance,21,117,0.1794871794871795,App Performance
2024-11-04,app_performance,35,179,0.19553072625698323,App Performance
2024-11-05,app_performance,22,140,0.15714285714285714,App Performance
2024-11-06,app_performance,22,146,0.1506849315068493,App Performance
2024-11-07,app_performance,22,124,0.1774193548387097,App Performance
2024-11-08,app_performance,34,150,0.22666666666666666,App Performance
2024-11-09,app_performance,19,141,0.1347517730496454,App Performance
2024-11-10,app_performance,16,127,0.12598425196850394,App Performance
2024-11-11,app_performance,25,120,0.20833333333333334,App Performance
2024-11-12,app_performance,18,126,0.14285714285714285,App Performance
2024-11-13,app_performance,19,139,0.1366906474820144,App Performance
2024-11-14,app_performance,14,126,0.1111111111111111,App Performance
2024-11-15,app_performance,18,109,0.1651376146788991,App Performance
2024-11-16,app_performance,25,139,0.17985611510791366,App Performance
2024-11-17,app_performance,18,120,0.15,App Performance
2024-11-18,app_performance,16,138,0.11594202898550725,App Performance
2024-11-19,app_performance,22,135,0.16296296296296298,App Performance
2024-11-20,app_performance,14,118,0.11864406779661017,App Performance
2024-11-21,app_performance,22,133,0.16541353383458646,App Performance
2024-11-22,app_performance,23,142,0.1619718309859155,App Performance
2024-11-23,app_performance,23,134,0.17164179104477612,App Performance
2024-11-24,app_performance,15,134,0.11194029850746269,App Performance
2024-11-25,app_performance,18,111,0.16216216216216217,App Performance
2024-11-26,app_performance,26,143,0.18181818181818182,App Performance
2024-11-27,app_performance,19,136,0.13970588235294118,App Performance
2024-11-28,app_performance,17,134,0.12686567164179105,App Performance
2024-11-29,app_performance,25,131,0.19083969465648856,App Performance
2024-11-30,app_performance,18,140,0.12857142857142856,App Performance
2024-12-01,app_performance,19,138,0.13768115942028986,App Performance
2024-12-02,app_performance,20,124,0.16129032258064516,App Performance
2024-12-03,app_performance,20,134,0.14925373134328357,App Performance
2024-12-04,app_performance,22,130,0.16923076923076924,App Performance
2024-12-05,app_performance,27,135,0.2,App Performance
2024-12-06,app_performance,20,140,0.14285714285714285,App Performance
2024-12-07,app_performance,13,141,0.09219858156028368,App Performance
2024-12-08,app_performance,17,138,0.12318840579710146,App Performance
2024-12-09,app_performance,21,145,0.14482758620689656,App Performance
2024-12-10,app_performance,24,141,0.1702127659574468,App Performance
2024-12-11,app_performance,27,137,0.19708029197080293,App Performance
2024-12-12,app_performance,15,142,0.1056338028169014,App Performance
2024-12-13,app_performance,12,140,0.08571428571428572,App Performance
2024-12-14,app_performance,19,124,0.1532258064516129,App Performance
2024-12-15,app_performance,13,128,0.1015625,App Performance
2024-12-16,app_performance,26,132,0.19696969696969696,App Performance
2024-12-17,app_performance,13,115,0.11304347826086956,App Performance
2024-12-18,app_performance,17,122,0.13934426229508196,App Performance
2024-12-19,app_performance,23,120,0.19166666666666668,App Performance
2024-12-20,app_performance,23,132,0.17424242424242425,App Performance
2024-12-21,app_performance,21,107,0.19626168224299065,App Performance
2024-12-22,app_performance,20,143,0.13986013986013987,App Performance
2024-12-23,app_performance,20,129,0.15503875968992248,App Performance
2024-12-24,app_performance,19,103,0.18446601941747573,App Performance
2024-12-25,app_performance,15,117,0.1282051282051282,App Performance
2024-12-26,app_performance,19,131,0.1450381679389313,App Performance
2024-12-27,app_performance,16,136,0.11764705882352941,App Performance
2024-12-28,app_performance,19,134,0.1417910447761194,App Performance
2024-12-29,app_performance,22,135,0.16296296296296298,App Performance
2024-12-30,app_performance,22,149,0.1476510067114094,App Performance
2024-12-31,app_performance,17,129,0.13178294573643412,App Performance
2025-01-01,app_performance,21,118,0.17796610169491525,App Performance
2025-01-02,app_performance,22,134,0.16417910447761194,App Performance
2025-01-03,app_performance,21,137,0.15328467153284672,App Performance
2025-01-04,app_performance,27,119,0.226890756302521,App Performance
2025-01-05,app_performance,33,148,0.22297297297297297,App Performance
2025-01-06,app_performance,28,156,0.1794871794871795,App Performance
2025-01-07,app_performance,21,126,0.16666666666666666,App Performance
2025-01-08,app_performance,25,150,0.16666666666666666,App Performance
2025-01-09,app_performance,20,131,0.15267175572519084,App Performance
2025-01-10,app_performance,28,128,0.21875,App Performance
2025-01-11,app_performance,23,148,0.1554054054054054,App Performance
2025-01-12,app_performance,35,136,0.25735294117647056,App Performance
2025-01-13,app_performance,24,123,0.1951219512195122,App Performance
2025-01-14,app_performance,18,135,0.13333333333333333,App Performance
2025-01-15,app_performance,13,139,0.09352517985611511,App Performance
2025-01-16,app_performance,25,148,0.16891891891891891,App Performance
2025-01-17,app_performance,26,156,0.16666666666666666,App Performance
2025-01-18,app_performance,13,120,0.10833333333333334,App Performance
2025-01-19,app_performance,15,120,0.125,App Performance
2025-01-20,app_performance,26,132,0.19696969696969696,App Performance
2025-01-21,app_performance,25,130,0.19230769230769232,App Performance
2025-01-22,app_performance,14,152,0.09210526315789473,App Performance
2025-01-23,app_performance,21,139,0.1510791366906475,App Performance
2025-01-24,app_performance,16,126,0.12698412698412698,App Performance
2025-01-25,app_performance,21,143,0.14685314685314685,App Performance
2025-01-26,app_performance,27,148,0.18243243243243243,App Performance
2025-01-27,app_performance,16,113,0.1415929203539823,App Performance
2025-01-28,app_performance,18,156,0.11538461538461539,App Performance
2025-01-29,app_performance,27,137,0.19708029197080293,App Performance
2025-01-30,app_performance,15,136,0.11029411764705882,App Performance
2025-01-31,app_performance,14,136,0.10294117647058823,App Performance
2025-02-01,app_performance,14,132,0.10606060606060606,App Performance
2025-02-02,app_performance,14,138,0.10144927536231885,App Performance
2025-02-03,app_performance,12,138,0.08695652173913043,App Performance
2025-02-04,app_performance,15,132,0.11363636363636363,App Performance
2025-02-05,app_performance,20,139,0.14388489208633093,App Performance
2025-02-06,app_performance,28,143,0.1958041958041958,App Performance
2025-02-07,app_performance,29,149,0.19463087248322147,App Performance
2025-02-08,app_performance,21,128,0.1640625,App Performance
2025-02-09,app_performance,26,139,0.18705035971223022,App Performance
2025-02-10,app_performance,25,138,0.18115942028985507,App Performance
2025-02-11,app_performance,17,129,0.13178294573643412,App Performance
2025-02-12,app_performance,27,140,0.19285714285714287,App Performance
2025-02-13,app_performance,24,148,0.16216216216216217,App Performance
2025-02-14,app_performance,11,116,0.09482758620689655,App Performance
2025-02-15,app_performance,22,128,0.171875,App Performance
2025-02-16,app_performance,17,143,0.11888111888111888,App Performance
2025-02-17,app_performance,20,136,0.14705882352941177,App Performance
2025-02-18,app_performance,28,145,0.19310344827586207,App Performance
2025-02-19,app_performance,18,117,0.15384615384615385,App Performance
2025-02-20,app_performance,22,143,0.15384615384615385,App Performance
2025-02-21,app_performance,18,139,0.12949640287769784,App Performance
2025-02-22,app_performance,20,114,0.17543859649122806,App Performance
2025-02-23,app_performance,12,123,0.0975609756097561,App Performance
2025-02-24,app_performance,22,135,0.16296296296296298,App Performance
2025-02-25,app_performance,24,139,0.17266187050359713,App Performance
2025-02-26,app_performance,24,127,0.1889763779527559,App Performance
2025-02-27,app_performance,24,120,0.2,App Performance
2025-02-28,app_performance,16,130,0.12307692307692308,App Performance
2025-03-01,app_performance,26,137,0.1897810218978102,App Performance
2025-03-02,app_performance,28,141,0.19858156028368795,App Performance
2025-03-03,app_performance,23,128,0.1796875,App Performance
2025-03-04,app_performance,13,142,0.09154929577464789,App Performance
2025-03-05,app_performance,17,137,0.12408759124087591,App Performance
2025-03-06,app_performance,19,143,0.13286713286713286,App Performance
2025-03-07,app_performance,19,123,0.15447154471544716,App Performance
2025-03-08,app_performance,25,128,0.1953125,App Performance
2025-03-09,app_performance,15,135,0.1111111111111111,App Performance
2025-03-10,app_performance,28,127,0.2204724409448819,App Performance
2025-03-11,app_performance,22,138,0.15942028985507245,App Performance
2025-03-12,app_performance,15,133,0.11278195488721804,App Performance
2025-03-13,app_performance,17,121,0.14049586776859505,App Performance
2025-03-14,app_performance,18,140,0.12857142857142856,App Performance
2025-03-15,app_performance,12,131,0.0916030534351145,App Performance
2025-03-16,app_performance,29,134,0.21641791044776118,App Performance
2025-03-17,app_performance,29,135,0.21481481481481482,App Performance
2025-03-18,app_performance,16,99,0.16161616161616163,App Performance
2025-03-19,app_performance,16,121,0.1322314049586777,App Performance
2025-03-20,app_performance,34,120,0.2833333333333333,App Performance
2025-03-21,app_performance,22,138,0.15942028985507245,App Performance
2025-03-22,app_performance,18,142,0.1267605633802817,App Performance
2025-03-23,app_performance,23,121,0.19008264462809918,App Performance
2025-03-24,app_performance,20,146,0.136986301369863,App Performance
2025-03-25,app_performance,22,119,0.18487394957983194,App Performance
2025-03-26,app_performance,30,137,0.21897810218978103,App Performance
2025-03-27,app_performance,26,131,0.1984732824427481,App Performance
2025-03-28,app_performance,21,125,0.168,App Performance
2025-03-29,app_performance,21,125,0.168,App Performance
2025-03-30,app_performance,20,137,0.145985401459854,App Performance
2025-03-31,app_performance,20,150,0.13333333333333333,App Performance
2025-04-01,app_performance,23,152,0.1513157894736842,App Performance
2025-04-02,app_performance,20,145,0.13793103448275862,App Performance
2025-04-03,app_performance,18,138,0.13043478260869565,App Performance
2025-04-04,app_performance,11,116,0.09482758620689655,App Performance
2025-04-05,app_performance,23,148,0.1554054054054054,App Performance
2025-04-06,app_performance,24,139,0.17266187050359713,App Performance
2025-04-07,app_performance,24,119,0.20168067226890757,App Performance
2025-04-08,app_performance,29,127,0.2283464566929134,App Performance
2025-04-09,app_performance,15,124,0.12096774193548387,App Performance
2025-04-10,app_performance,20,147,0.1360544217687075,App Performance
2025-04-11,app_performance,21,150,0.14,App Performance
2025-04-12,app_performance,28,158,0.17721518987341772,App Performance
2025-04-13,app_performance,15,109,0.13761467889908258,App Performance
2025-04-14,app_performance,20,132,0.15151515151515152,App Performance
2025-04-15,app_performance,29,149,0.19463087248322147,App Performance
